movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,primary_title_lower,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,movie_lower,new_genres,profit,runtime
tt0403935,Action Jackson,Action Jackson,2014,144.0,"Action,Thriller",3.3,2862,action jackson,8,1988-02-12,Action Jackson,7000000.0,20257000.0,20257000.0,action jackson,Action,13257000.0,120-150(extralong)
tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,5.9,91546,dinner for schmucks,51,2010-07-30,Dinner for Schmucks,69000000.0,73026337.0,86796502.0,dinner for schmucks,Comedy,17796502.0,90-120(long)
tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",6.8,235256,the a-team,32,2010-06-11,The A-Team,110000000.0,77222099.0,177241171.0,the a-team,Action,67241171.0,90-120(long)
tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",5.9,53649,the possession,81,2012-08-31,The Possession,14000000.0,49130588.0,82925064.0,the possession,Horror,68925064.0,90-120(long)
tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",7.1,283534,real steel,31,2011-10-07,Real Steel,110000000.0,85463309.0,263880341.0,real steel,Action,153880341.0,120-150(extralong)
tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",6.5,104999,the giver,2,2014-08-15,The Giver,25000000.0,45090374.0,66540205.0,the giver,Drama,41540205.0,90-120(long)
tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",8.3,682218,toy story 3,47,2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0,toy story 3,Adventure,868879522.0,90-120(long)
tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi",7.5,88207,alita: battle angel,24,2019-02-14,Alita: Battle Angel,170000000.0,85710210.0,402976036.0,alita: battle angel,Action,232976036.0,120-150(extralong)
tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",7.4,228701,lincoln,73,2012-11-09,Lincoln,65000000.0,182207973.0,273346281.0,lincoln,Biography,208346281.0,120-150(extralong)
tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",6.8,45181,before we go,52,2015-09-04,Before We Go,3000000.0,37151.0,483938.0,before we go,Comedy,-2516062.0,90-120(long)
tt4453750,Before We Go,Before We Go,2014,84.0,"Documentary,Drama,News",7.0,22,before we go,52,2015-09-04,Before We Go,3000000.0,37151.0,483938.0,before we go,Documentary,-2516062.0,60-90(medium)
tt0443533,The History of Love,The History of Love,2016,134.0,"Drama,Romance,War",6.3,1024,the history of love,12,2016-11-18,The History of Love,20000000.0,0.0,476624.0,the history of love,Drama,-19523376.0,120-150(extralong)
tt0446029,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010,112.0,"Action,Comedy,Fantasy",7.5,339338,scott pilgrim vs. the world,22,2010-08-13,Scott Pilgrim vs. The World,85000000.0,31611316.0,48056764.0,scott pilgrim vs. the world,Action,-36943236.0,90-120(long)
tt0448115,Shazam!,Shazam!,2019,132.0,"Action,Adventure,Comedy",7.4,109051,shazam!,97,2019-04-05,Shazam!,85000000.0,139606856.0,362899733.0,shazam!,Action,277899733.0,120-150(extralong)
tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,133355,puss in boots,46,2011-10-28,Puss in Boots,130000000.0,149260504.0,554987477.0,puss in boots,Action,424987477.0,60-90(medium)
tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",7.5,487527,wonder woman,55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,wonder woman,Action,671133378.0,120-150(extralong)
tt4028068,Wonder Woman,Wonder Woman,2014,60.0,Sci-Fi,4.2,20,wonder woman,55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,wonder woman,Sci-Fi,671133378.0,<60(short)
tt4283448,Wonder Woman,Wonder Woman,2016,75.0,"Documentary,Drama,Sport",6.9,13,wonder woman,55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,wonder woman,Documentary,671133378.0,60-90(medium)
tt0453562,42,42,2013,128.0,"Biography,Drama,Sport",7.5,77703,42,22,2013-04-12,42,31000000.0,95020213.0,97470701.0,42,Biography,66470701.0,120-150(extralong)
tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",7.9,535836,life of pi,88,2012-11-21,Life of Pi,120000000.0,124987022.0,620912003.0,life of pi,Adventure,500912003.0,120-150(extralong)
tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",6.5,104465,the crazies,36,2010-02-26,The Crazies,19000000.0,39123589.0,56445534.0,the crazies,Horror,37445534.0,90-120(long)
tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",7.2,302302,the equalizer,96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,the equalizer,Action,137903624.0,120-150(extralong)
tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",6.9,668137,captain america: the first avenger,10,2011-07-22,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0,captain america: the first avenger,Action,230569776.0,120-150(extralong)
tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,102.0,"Crime,Thriller",6.5,140666,sin city: a dame to kill for,16,2014-08-22,Sin City: A Dame to Kill For,65000000.0,13757804.0,40650842.0,sin city: a dame to kill for,Crime,-24349158.0,90-120(long)
tt0464054,House at the End of the Drive,House at the End of the Drive,2014,91.0,"Horror,Thriller",6.5,331,house at the end of the drive,28,2014-12-31,House at the End of the Drive,1400000.0,0.0,0.0,house at the end of the drive,Horror,-1400000.0,90-120(long)
tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,81327,piranha 3d,52,2010-08-20,Piranha 3D,24000000.0,25003155.0,83660160.0,piranha 3d,Comedy,59660160.0,60-90(medium)
tt0466893,Margaret,Margaret,2011,150.0,Drama,6.5,14708,margaret,27,2011-09-30,Margaret,14000000.0,47185.0,623292.0,margaret,Drama,-13376708.0,120-150(extralong)
tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",7.7,424542,ex machina,72,2015-04-10,Ex Machina,13000000.0,25440971.0,38358392.0,ex machina,Drama,25358392.0,90-120(long)
tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",6.2,125102,tower heist,5,2011-11-04,Tower Heist,85000000.0,78046570.0,150422946.0,tower heist,Action,65422946.0,90-120(long)
tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",5.5,77577,the smurfs,20,2011-07-29,The Smurfs,110000000.0,142614158.0,563749323.0,the smurfs,Adventure,453749323.0,90-120(long)
tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",6.6,141254,the mechanic,42,2011-01-28,The Mechanic,42500000.0,29121498.0,76347393.0,the mechanic,Action,33847393.0,90-120(long)
tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",6.3,111422,"hail, caesar!",22,2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0,"hail, caesar!",Comedy,42160680.0,90-120(long)
tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",6.8,173019,unstoppable,19,2010-11-12,Unstoppable,95000000.0,81562942.0,165720921.0,unstoppable,Action,70720921.0,90-120(long)
tt3070502,Unstoppable,Unstoppable,2013,65.0,Documentary,4.3,551,unstoppable,19,2010-11-12,Unstoppable,95000000.0,81562942.0,165720921.0,unstoppable,Documentary,70720921.0,60-90(medium)
tt9225192,Unstoppable,Seongnan hwangso,2018,116.0,"Action,Crime",6.5,576,unstoppable,19,2010-11-12,Unstoppable,95000000.0,81562942.0,165720921.0,unstoppable,Action,70720921.0,90-120(long)
tt9906218,Unstoppable,Unstoppable,2019,84.0,Documentary,8.1,8,unstoppable,19,2010-11-12,Unstoppable,95000000.0,81562942.0,165720921.0,unstoppable,Documentary,70720921.0,60-90(medium)
tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",6.8,156266,the tree of life,24,2011-05-27,The Tree of Life,35000000.0,13305665.0,61721826.0,the tree of life,Drama,26721826.0,120-150(extralong)
tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",7.3,501213,ant-man,43,2015-07-17,Ant-Man,130000000.0,180202163.0,518858449.0,ant-man,Action,388858449.0,90-120(long)
tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",5.4,85777,season of the witch,89,2011-01-07,Season of the Witch,40000000.0,24827228.0,91126600.0,season of the witch,Action,51126600.0,90-120(long)
tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",6.4,83876,the losers,44,2010-04-23,The Losers,25000000.0,23591432.0,29863840.0,the losers,Action,4863840.0,90-120(long)
tt3746918,The Losers,The Losers,2013,112.0,Drama,1.7,70,the losers,44,2010-04-23,The Losers,25000000.0,23591432.0,29863840.0,the losers,Drama,4863840.0,90-120(long)
tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",5.9,113775,hall pass,57,2011-02-25,Hall Pass,68000000.0,45060734.0,87173475.0,hall pass,Comedy,19173475.0,90-120(long)
tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",7.2,176699,the croods,26,2013-03-22,The Croods,135000000.0,187168425.0,573068425.0,the croods,Action,438068425.0,90-120(long)
tt0482461,Barry Munday,Barry Munday,2010,95.0,"Comedy,Drama,Romance",5.9,3846,barry munday,61,2010-10-01,Barry Munday,3000000.0,0.0,0.0,barry munday,Comedy,-3000000.0,90-120(long)
tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",5.9,31815,red tails,61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,red tails,Action,-7634502.0,120-150(extralong)
tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History",7.2,85242,silence,42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,silence,Adventure,-22773374.0,>300
tt1731755,Silence,Hiljaisuus,2011,110.0,"Drama,War",6.7,373,silence,42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,silence,Drama,-22773374.0,90-120(long)
tt2275949,Silence,Silence,2012,87.0,Drama,6.7,174,silence,42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,silence,Drama,-22773374.0,60-90(medium)
tt3425108,Silence,Silence,2013,120.0,"Drama,Thriller",4.6,170,silence,42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,silence,Drama,-22773374.0,90-120(long)
tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",5.9,54314,something borrowed,72,2011-05-06,Something Borrowed,35000000.0,39046489.0,65084116.0,something borrowed,Comedy,30084116.0,90-120(long)
tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",6.2,15037,tulip fever,8,2017-09-01,Tulip Fever,25000000.0,2455635.0,6792768.0,tulip fever,Drama,-18207232.0,90-120(long)
tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",3.8,14700,furry vengeance,17,2010-04-30,Furry Vengeance,35000000.0,17630465.0,39340177.0,furry vengeance,Comedy,4340177.0,90-120(long)
tt0493405,CHIPS,CHIPS,2017,100.0,"Action,Comedy,Crime",6.0,37029,chips,53,2017-03-24,CHiPS,25000000.0,18600152.0,23190292.0,chips,Action,-1809708.0,90-120(long)
tt2011351,Chips,Potechi,2012,68.0,Comedy,6.8,145,chips,53,2017-03-24,CHiPS,25000000.0,18600152.0,23190292.0,chips,Comedy,-1809708.0,60-90(medium)
tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,16086,ramona and beezus,60,2010-07-23,Ramona and Beezus,15000000.0,26167002.0,27469621.0,ramona and beezus,Adventure,12469621.0,90-120(long)
tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",4.5,34151,rings,38,2017-02-03,Rings,25000000.0,27793018.0,82917283.0,rings,Drama,57917283.0,90-120(long)
tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",5.9,36387,a thousand words,1,2012-03-09,A Thousand Words,40000000.0,18450127.0,20790486.0,a thousand words,Comedy,-19209514.0,90-120(long)
tt0765446,Escape from Planet Earth,Escape from Planet Earth,2013,89.0,"Adventure,Animation,Comedy",5.9,23298,escape from planet earth,28,2013-02-15,Escape From Planet Earth,40000000.0,57012977.0,74156610.0,escape from planet earth,Adventure,34156610.0,60-90(medium)
tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",6.1,67922,what's your number?,24,2011-09-30,What's Your Number?,20000000.0,14011084.0,30163785.0,what's your number?,Comedy,10163785.0,90-120(long)
tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",8.5,29725,samsara,18,2012-08-24,Samsara,4000000.0,2672413.0,5966671.0,samsara,Documentary,1966671.0,90-120(long)
tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",7.1,647288,man of steel,29,2013-06-14,Man of Steel,225000000.0,291045518.0,667999518.0,man of steel,Action,442999518.0,120-150(extralong)
tt0775489,The Illusionist,L'illusionniste,2010,80.0,"Animation,Drama",7.5,31734,the illusionist,22,2006-08-18,The Illusionist,16500000.0,39868642.0,83792062.0,the illusionist,Animation,67292062.0,60-90(medium)
tt0780504,Drive,Drive,2011,100.0,"Crime,Drama",7.8,521495,drive,36,2011-09-16,Drive,15000000.0,35060689.0,81357930.0,drive,Crime,66357930.0,90-120(long)
tt1709105,Drive,Drive,2010,55.0,Documentary,6.3,20,drive,36,2011-09-16,Drive,15000000.0,35060689.0,81357930.0,drive,Documentary,66357930.0,<60(short)
tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",5.8,97873,the wolfman,91,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0,the wolfman,Drama,-7365642.0,90-120(long)
tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",6.8,50763,the boxtrolls,94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,the boxtrolls,Adventure,51946251.0,90-120(long)
tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",7.2,43575,the man who knew infinity,67,2016-04-29,The Man Who Knew Infinity,10000000.0,3877922.0,12382122.0,the man who knew infinity,Biography,2382122.0,90-120(long)
tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",5.9,67549,the incredible burt wonderstone,7,2013-03-15,The Incredible Burt Wonderstone,32000000.0,22537881.0,27392609.0,the incredible burt wonderstone,Adventure,-4607391.0,90-120(long)
tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",8.0,402462,dallas buyers club,73,2013-11-01,Dallas Buyers Club,5000000.0,27298285.0,60611845.0,dallas buyers club,Biography,55611845.0,90-120(long)
tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",7.0,284547,jack reacher,68,2012-12-21,Jack Reacher,60000000.0,80070736.0,217370736.0,jack reacher,Action,157370736.0,120-150(extralong)
tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,109078,r.i.p.d.,55,2013-07-19,R.I.P.D.,130000000.0,33618855.0,79076678.0,r.i.p.d.,Action,-50923322.0,90-120(long)
tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",5.8,256176,clash of the titans,72,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0,clash of the titans,Action,368214888.0,90-120(long)
tt0800353,Nemesis,Nemesis,2010,83.0,Drama,6.6,67,nemesis,30,1993-01-29,Nemesis,2000000.0,2001124.0,2001124.0,nemesis,Drama,1124.0,60-90(medium)
tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",7.0,683264,thor,70,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,thor,Action,299326618.0,90-120(long)
tt0803061,Red Dog,Red Dog,2011,92.0,"Biography,Comedy,Drama",7.4,15357,red dog,67,2011-12-31,Red Dog,9100000.0,0.0,20927794.0,red dog,Biography,11827794.0,90-120(long)
tt4706780,Red Dog,Pyos Ryzhiy,2016,99.0,"Action,Drama,History",7.2,25,red dog,67,2011-12-31,Red Dog,9100000.0,0.0,20927794.0,red dog,Action,11827794.0,90-120(long)
tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",6.9,225557,warcraft,46,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0,warcraft,Action,265522281.0,120-150(extralong)
tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",7.1,125583,it's kind of a funny story,1,2010-10-08,It's Kind of a Funny Story,8000000.0,6363628.0,6632950.0,it's kind of a funny story,Comedy,-1367050.0,90-120(long)
tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",6.2,653,the mule,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,the mule,Comedy,120857676.0,90-120(long)
tt2130270,The Mule,The Mule,2014,103.0,"Comedy,Crime,Drama",6.3,5788,the mule,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,the mule,Comedy,120857676.0,90-120(long)
tt7959026,The Mule,The Mule,2018,116.0,"Crime,Drama,Thriller",7.1,58955,the mule,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,the mule,Crime,120857676.0,90-120(long)
tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",5.0,37939,tooth fairy,23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,tooth fairy,Comedy,64610386.0,90-120(long)
tt7906260,Tooth Fairy,Toof,2019,86.0,Horror,2.6,64,tooth fairy,23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,tooth fairy,Horror,64610386.0,60-90(medium)
tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,3.3,71361,jack and jill,11,2011-11-11,Jack and Jill,79000000.0,74158157.0,150519217.0,jack and jill,Comedy,71519217.0,90-120(long)
tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",6.3,48393,take me home tonight,48,2011-03-04,Take Me Home Tonight,19000000.0,6928068.0,7576604.0,take me home tonight,Comedy,-11423396.0,90-120(long)
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",5.9,165108,percy jackson & the olympians: the lightning thief,17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000.0,88768303.0,223050874.0,percy jackson & the olympians: the lightning thief,Adventure,128050874.0,90-120(long)
tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",6.4,117245,she's out of my league,62,2010-03-12,She's Out of My League,20000000.0,32010860.0,48680977.0,she's out of my league,Comedy,28680977.0,90-120(long)
tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",7.6,119023,the book thief,41,2013-11-08,The Book Thief,19000000.0,21488481.0,76086711.0,the book thief,Drama,57086711.0,120-150(extralong)
tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",5.2,90834,conan the barbarian,76,2011-08-19,Conan the Barbarian,90000000.0,21295021.0,63356133.0,conan the barbarian,Action,-26643867.0,90-120(long)
tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",8.6,1299334,interstellar,32,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0,interstellar,Adventure,501379375.0,>300
tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",7.0,553751,world war z,69,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,world war z,Action,341514650.0,90-120(long)
tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",7.7,74937,flipped,22,2010-08-06,Flipped,14000000.0,1755212.0,4289993.0,flipped,Comedy,-9710007.0,60-90(medium)
tt2388050,Flipped,Flipped,2015,90.0,"Drama,Thriller",6.0,440,flipped,22,2010-08-06,Flipped,14000000.0,1755212.0,4289993.0,flipped,Drama,-9710007.0,60-90(medium)
tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",5.7,107171,valentine's day,70,2010-02-12,Valentine's Day,52000000.0,110485654.0,217569328.0,valentine's day,Comedy,165569328.0,120-150(extralong)
tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,108320,priest,29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,priest,Action,24154026.0,60-90(medium)
tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",6.3,164829,dracula untold,21,2014-10-10,Dracula Untold,70000000.0,55991880.0,220241723.0,dracula untold,Action,150241723.0,90-120(long)
tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",6.4,350687,godzilla,41,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0,godzilla,Action,369076069.0,120-150(extralong)
tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",7.1,204571,hotel transylvania,96,2012-09-28,Hotel Transylvania,85000000.0,148313048.0,378505812.0,hotel transylvania,Animation,293505812.0,90-120(long)
tt0837563,Pet Sematary,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller",6.0,34472,pet sematary,61,2019-04-05,Pet Sematary,21000000.0,54724696.0,109501146.0,pet sematary,Horror,88501146.0,90-120(long)
tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",7.6,322524,the town,92,2010-09-17,The Town,37000000.0,92186262.0,152566881.0,the town,Crime,115566881.0,120-150(extralong)
tt0842926,The Kids Are All Right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",7.0,120656,the kids are all right,87,2010-07-09,The Kids Are All Right,4000000.0,20811365.0,36275469.0,the kids are all right,Comedy,32275469.0,90-120(long)
tt0848228,The Avengers,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",8.1,1183655,the avengers,27,2012-05-04,The Avengers,225000000.0,623279547.0,1517935897.0,the avengers,Action,1292935897.0,120-150(extralong)
tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",6.7,95318,epic,77,2013-05-24,Epic,100000000.0,107518682.0,262794441.0,epic,Adventure,162794441.0,90-120(long)
tt0850709,Risen,Risen,2010,121.0,"Biography,Drama",5.3,182,risen,48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,risen,Biography,26255763.0,120-150(extralong)
tt3231054,Risen,Risen,2016,107.0,"Action,Adventure,Drama",6.3,22813,risen,48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,risen,Action,26255763.0,90-120(long)
tt0857190,The Sweeney,The Sweeney,2012,112.0,"Action,Crime,Drama",6.1,18095,the sweeney,53,2013-03-01,The Sweeney,4500000.0,26345.0,8000366.0,the sweeney,Action,3500366.0,90-120(long)
tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy",6.8,57277,mr. peabody & sherman,1,2014-03-07,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,mr. peabody & sherman,Adventure,124806430.0,90-120(long)
tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,18381,my soul to take,68,2010-10-08,My Soul to Take,25000000.0,14744435.0,16727470.0,my soul to take,Horror,-8272530.0,90-120(long)
tt0873886,Red State,Red State,2011,88.0,"Action,Crime,Horror",6.2,59266,red state,22,2011-09-23,Red State,4000000.0,1065429.0,1983596.0,red state,Action,-2016404.0,60-90(medium)
tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",6.6,10652,please give,15,2010-04-30,Please Give,3000000.0,4033574.0,4570178.0,please give,Comedy,1570178.0,60-90(medium)
tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",5.8,77709,eat pray love,67,2010-08-13,Eat Pray Love,60000000.0,80574010.0,206598789.0,eat pray love,Drama,146598789.0,120-150(extralong)
tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",5.9,51318,sanctum,45,2011-02-04,Sanctum,30000000.0,23209310.0,108957098.0,sanctum,Adventure,78957098.0,90-120(long)
tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",6.5,78142,snitch,26,2013-02-22,Snitch,15000000.0,42930462.0,57907734.0,snitch,Action,42907734.0,90-120(long)
